impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-112158,A565481,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A565481,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maya,Dog,1 YEAR 3 MONTHS,Spayed Female,Rhodesian Ridgeback / Mix,Tan,09/15/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A565481,Image Copyright HLP Inc. 2018,"Received on: 2018-09-15<p/> Description: Tan<p/>  Spayed Female Rhodesian Ridgeback / Mix Dog<p/> Age: 1 YEAR 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Maya and I am available for adoption.<p/><p/>I was brought in by my previous owner on 8/13/18 because I was too active. I lived in a home with men and women. My previous owner described me as playful, and protective.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>  I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""shake"".<p/>I am an independent dog who likes to do my own thing!<p/><p/> I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/> My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home.<p/><p/>I would do best in adult home only as I do resource guarding my food. <p/><p/><p/><p/> Adoption Fee: $200.00<p/>",RED
K13-066766,A407026,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Kiki,Cat,15 YEARS 10 MONTHS,Spayed Female,Domestic Shorthair,Black,05/11/2013 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A407026,Image Copyright HLP Inc. 2018,"Received on: 2013-05-11<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 15 YEARS 10 MONTHS<p/> Current Location: In RASKC Foster Home <p/><p/>Hi, my name if Kiki.  I am a 10 year old lady who came to the shelter because my previous owner had to move and could not take me along.  If you love black kitties and you are looking for a calm influence, I could be the one for you.<p/><p/>I am slightly reserved but appreciate the attention you give me and like to have you pet my head.  I would do best in a home with no small children as I can be just a little bit shy.  I will make a good companion for the right person, so please come and see me soon.<p/><p/><p/>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/>",
K18-113715,A574577,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930915,LOST,Pookie,Cat,,Female,Domestic Shorthair,Unknown,11/03/2018 12:00:00 AM,Date Lost,11600 SE 225TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930915,Image Copyright HLP Inc. 2018,,
K18-113719,A574697,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931092,LOST,Thunder,Cat,,Male,Domestic Shorthair,Unknown,11/12/2018 12:00:00 AM,Date Lost,3600 S 268TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931092,Image Copyright HLP Inc. 2018,,
K18-113724,A574699,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,2 YEARS,Unaltered,Domestic Shorthair,Black,11/13/2018 12:00:00 AM,Received on,9600 S 200TH ST,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-13<p/> Found Near: 9600 S 200TH ST, KENT WA 98031<p/> Description: Black Unaltered Domestic Shorthair Cat<p/> Age: 2 YEARS<p/>",
K18-113732,A574710,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931199,In Public Home,,Dog,,Male,American Pit Bull Terrier,Brown / White,11/13/2018 12:00:00 AM,Date Found,9900 S 232ND ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931199,Image Copyright HLP Inc. 2018,,
K18-113723,A574698,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931092,LOST,Thunder,Cat,,Male,Domestic Shorthair,Unknown,11/12/2018 12:00:00 AM,Date Lost,3600 S 268TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931092,Image Copyright HLP Inc. 2018,,
K18-113734,A574712,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Bird,7 YEARS 10 MONTHS,Male,Goose,Gray / Black,11/13/2018 12:00:00 AM,Received on,21200 108TH AVE SE,KENT,WA,98031,KENT,47.412113,-122.196974,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-13<p/> Found Near: 21200 108TH AVE SE, KENT WA 98031<p/> Description: Gray / Black Male Goose Bird<p/> Age: 7 YEARS 10 MONTHS<p/>",
K18-113739,A574717,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931234,LOST,Chewie,Dog,,Male,Standard Poodle,Unknown,11/13/2018 12:00:00 AM,Date Lost,5TH & BELL HEADING TOWARDS CITY CENTER,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931234,Image Copyright HLP Inc. 2018,,
K18-113740,A563172,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,1 YEAR 4 MONTHS,Spayed Female,Domestic Shorthair,Dilute Tor / White,11/13/2018 12:00:00 AM,Received on,28000 132ND AVE SE,KENT,WA,98042,KENT,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-13<p/> Found Near: 28000 132ND AVE SE, KENT WA 98042<p/> Description: Dilute Tor / White Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 4 MONTHS<p/>",
K18-113744,A574720,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574720,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR,Male,Pit Bull,Black / White,11/13/2018 12:00:00 AM,Received on,17600 SE LAKE MONEYSMITH RD,AUBURN,WA,98092,KING COUNTY,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574720,Image Copyright HLP Inc. 2018,"Received on: 2018-11-13<p/> Found Near: 17600 SE LAKE MONEYSMITH RD, AUBURN WA 98092<p/> Description: Black / White Male Pit Bull Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-108254,A167923,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Oliver,Cat,15 YEARS 10 MONTHS,Neutered Male,Domestic Shorthair,Orange / White,05/08/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A167923,Image Copyright HLP Inc. 2018,"Received on: 2018-05-08<p/> Description: Orange / White Neutered Male Domestic Shorthair Cat<p/> Age: 15 YEARS 10 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Oliver and I am available for adoption.<p/><p/>I was brought in by my previous owner on May 8th, 2018 because I did not get along with the other very young and rowdy cats in the home. My previous owner would describe me and friendly, sweet and lover of pets. <p/><p/>I'm a sweet, older gentleman who just wants to take naps, receive pets, get delicious treats and live my best life! I love pets and snuggling up in bed with my people. My caretakers have noticed that I do get along with cats that are closer to my age or cats that are respectful to my calm nature. I'm beyond past my young, rowdy, kitten days! <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)   Renal disease.  This pet has been documented to have renal insufficiency characterized by increased renal values and the inability to concentrate urine.  This condition causes increase thirst and increased urine production.  Renal disease is generally progressive and must be managed to maintain a good quality of life.  Your veterinarian may recommend additional testing, medications, prescription diets, or supplemental care as needed.<p/><p/>2)   Grade 2-3/6 heart murmur-  A heart murmur was detected on physical examination.  This means there is an abnormal heart sound when we listen to the heart.  In some animals, this can indicate heart disease.  However, other animals can have heart murmurs and never show any symptoms of heart disease.  We recommend that you follow up with your regular veterinarian.  Please see the handout for more information about this condition.<p/><p/>3)   Moderate dental disease<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/>Adoption Fee: $30.00<p/>",BLUE
K18-113565,A574243,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574243,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cyber,Dog,2 YEARS,Neutered Male,Siberian Husky,Brown / Tan,11/07/2018 12:00:00 AM,Received on,125300 101ST PL SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574243,Image Copyright HLP Inc. 2018,"Received on: 2018-11-07<p/> Found Near: 125300 101ST PL SE, KENT WA 98030<p/> Description: Brown / Tan Neutered Male Siberian Husky Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K18-113604,A574334,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574334,Meowtropolitan,Marcella,Cat,3 YEARS,Spayed Female,Domestic Longhair,Black,11/07/2018 12:00:00 AM,Received on,20700 26TH AVE S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574334,Image Copyright HLP Inc. 2018,"Received on: 2018-11-07<p/> Found Near: 20700 26TH AVE S, SEATAC WA 98198<p/> Description: Black Spayed Female Domestic Longhair Cat<p/> Age: 3 YEARS<p/> Current Location: Meowtropolitan<p/>",
K18-113562,A574230,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574230,Meowtropolitan,Truckee,Cat,7 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,11/06/2018 12:00:00 AM,Received on,14600 SE 42ND ST,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574230,Image Copyright HLP Inc. 2018,"Received on: 2018-11-06<p/> Found Near: 14600 SE 42ND ST, BELLEVUE WA 98006<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 7 YEARS<p/> Current Location: Meowtropolitan<p/>",
K18-113747,A574769,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Brn Tabby / White,11/14/2018 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-14<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Brn Tabby / White Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K18-112900,A571456,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Frank,Dog,12 YEARS 1 MONTH,Neutered Male,Smooth Collie,Black,10/12/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A571456,Image Copyright HLP Inc. 2018,"Received on: 2018-10-12<p/> Description: Black Neutered Male Smooth Collie Dog<p/> Age: 12 YEARS 1 MONTH<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Frank and I am available for adoption.<p/><p/>I was brought in by a good samaritan on October 12th, 2018.<p/><p/>I'm a sweet, gentle, loving guy who just wants to be by your side! I love to be around people and hang out with them all the time! I am an affectionate lovebug who would be thrilled to cuddle up with you at home! My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/>Adoption Fee: $100.00<p/>",
K18-113741,A574718,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931244,LOST,Papi,Dog,,Male,Chihuahua - Smooth Coated,Unknown,11/10/2018 12:00:00 AM,Date Lost,132ND STREET KENT WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931244,Image Copyright HLP Inc. 2018,,
K18-113748,A574774,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931499,LOST,Wallace,Cat,,Male,Domestic Mediumhair,Unknown,11/13/2018 12:00:00 AM,Date Lost,35TH AND SW OTHELLO ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931499,Image Copyright HLP Inc. 2018,,
K18-113755,A574783,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931530,LOST,Buddy,Dog,,Male,Standard Schnauzer,Unknown,11/14/2018 12:00:00 AM,Date Lost,1800 NE 12TH ST,RENTON,WA,98056,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931530,Image Copyright HLP Inc. 2018,,
K18-113762,A574803,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931562,LOST,Socks,Cat,,Male,Maine Coon,Unknown,11/13/2018 12:00:00 AM,Date Lost,2200 108TH AVE SE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931562,Image Copyright HLP Inc. 2018,,
K18-113767,A055205,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A055205,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Keyla,Dog,8 YEARS 1 MONTH,Spayed Female,Pit Bull,Black,11/15/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A055205,Image Copyright HLP Inc. 2018,"Received on: 2018-11-15<p/> Description: Black<p/>  Spayed Female Pit Bull Dog<p/> Age: 8 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Keyla and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on September 14, 2018.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! Despite my larger size, I still think of myself as a lapdog and will gladly curl up in your lap to take a nap if you let me. If you're looking for a snuggler then you found her!<p/><p/>I arrived to the shelter with another large dog, but based on what my caregivers have observed, I would be happiest as the only pet in my new home. I want to be spoiled and be your only fur baby!<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/> Adoption Fee: $200.00<p/>",GREEN
K18-113561,A574228,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574228,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kermit,Dog,3 YEARS,Neutered Male,Pit Bull / Mix,Black / White,11/06/2018 12:00:00 AM,Received on,12200 SE 239TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574228,Image Copyright HLP Inc. 2018,"Received on: 2018-11-06<p/> Found Near: 12200 SE 239TH PL, KENT WA 98031<p/> Description: Black / White Neutered Male Pit Bull / Mix Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-113765,A574805,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931619,LOST,Rainbow,Cat,,Female,Domestic Shorthair,Unknown,11/13/2018 12:00:00 AM,Date Lost,Q104,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931619,Image Copyright HLP Inc. 2018,,
K18-113781,A574846,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1931886,LOST,Button,Cat,,Male,Domestic Longhair,Unknown,11/06/2018 12:00:00 AM,Date Lost,700 37TH ST SE,AUBURN,WA,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1931886,Image Copyright HLP Inc. 2018,,
K18-112944,A567694,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A567694,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Felix,Cat,8 YEARS 2 MONTHS,Neutered Male,Domestic Shorthair,Black / White,10/14/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A567694,Image Copyright HLP Inc. 2018,"Received on: 2018-10-14<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 8 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Felix and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 09/07/18.<p/><p/>I can be a little timid at first but I warm up in a calm environment.<p/><p/>I am an independent kitty who likes to do my own thing! I do enjoy getting soft pets on my head.<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home without children.<p/><p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/> Adoption Fee: $30.00<p/>",BLUE
K18-112989,A570715,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A570715,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ali,Cat,12 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Brn Tabby,10/16/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570715,Image Copyright HLP Inc. 2018,"Received on: 2018-10-16<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ali and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on October 19th, 2018.<p/><p/>I'm a quiet but sweet as can be lady, I really love to snooze all day long, hang out with my people, sit in the window, and give and receive all the loves! <p/><p/>My personality color is GREEN. <p/><p/><p/> Adoption Fee: $30.00<p/>",
K16-094395,A509871,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Gertie,Cat,12 YEARS 1 MONTH,Spayed Female,Domestic Longhair,Black,10/16/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A509871,Image Copyright HLP Inc. 2018,"Received on: 2016-10-16<p/> Description: Black Spayed Female Domestic Longhair Cat<p/> Age: 12 YEARS 1 MONTH<p/> Current Location: In RASKC Foster Home <p/>This is my friend Gertie. She is an 11-year-old adoptable cat currently living in a foster home. Unlike most fosters she's not in care because of her age or her health, but because of her attitude. When she first came to the shelter she was hissy and snarly and very difficult to manage. Ordinarily a cat that unfriendly to humans would be put up for adoption as a barn cat, but Gertie is front declawed and would never be able to defend herself outdoors. Her only hope was to get away from the stress of the shelter environment to see if some loving care could bring her back to the light side.<p/><p/>After months in foster care Gertie is a changed cat. Granted, she's still something of a curmudgeon and has definite opinions about how things ought to be, but she enjoys petting and brushing, and has a rumbling purr that she's happy to share. She is more than ready to go to her forever home, ideally where she can rule over her own private space. Gertie needs an adopter who is willing to learn her signals and respect her limits, and who appreciates that winning the heart of a ""difficult"" animal is well worth the patience it will require. Please contact Melodye Johnson - melodyej63@msn.com or (253)740-0269 (ok to text)<p/>Adoption Fee: $30.00<p/>",RED
